Le pacte des loups	2001	7.0	31196
Le salaire de la peur	1953	8.3	15591
Le samouraï	1967	8.2	11462
Le scaphandre et le papillon	2007	8.1	35316
Le violon rouge	1998	7.7	15082
Leatherheads	2008	6.1	15278
Leaving Las Vegas	1995	7.6	44862
Legally Blonde	2001	6.2	46860
Legally Blonde 2: Red, White & Blonde	2003	4.3	19881
Legend	1985	6.2	21519
Legend of the Guardians: The Owls of Ga'Hoole	2010	7.0	13781
Legends of the Fall	1994	7.2	43051
Legion	2010	5.0	26417
Lemony Snicket's A Series of Unfortunate Events	2004	6.9	55670
Les choristes	2004	7.8	17401
Les diaboliques	1955	8.3	16318
Les invasions barbares	2003	7.8	14988
Les misérables	1998	7.3	13169
Les quatre cents coups	1959	8.2	26319
Les rivières pourpres	2000	6.8	18687
Les triplettes de Belleville	2003	7.7	21353
Let Me In	2010	7.3	15236
Lethal Weapon	1987	7.6	58925
Lethal Weapon 2	1989	7.1	47245
Lethal Weapon 3	1992	6.5	42162
Lethal Weapon 4	1998	6.5	50405
Letters from Iwo Jima	2006	8.0	63496
Liar Liar	1997	6.7	73355
Licence to Kill	1989	6.5	25845
License to Wed	2007	5.1	16182
Life as a House	2001	7.5	20092
Life of Brian	1979	8.2	102760
Life or Something Like It	2002	5.7	10671
Lifeboat	1944	7.9	10161
Lilja 4-ever	2002	8.0	17257
Lilo & Stitch	2002	7.1	27455
Lions for Lambs	2007	6.2	23430
Little Big Man	1970	7.7	15254
Little Children	2006	7.8	39638
Little Fockers	2010	5.3	11835
Little Miss Sunshine	2006	8.0	160714
Little Nicky	2000	5.0	37059
Little Shop of Horrors	1986	6.6	22693
Little Women	1994	7.1	17285
Live Free or Die Hard	2007	7.5	138152
Live and Let Die	1973	6.8	25359
Loaded Weapon 1	1993	5.7	18376
Lock Up	1989	5.8	10312
Lock, Stock and Two Smoking Barrels	1998	8.2	138801
Logan's Run	1976	6.7	15861
Lola rennt	1998	8.0	82606
Lolita	1962	7.8	28692
Lolita	1997	6.8	16075
Lone Star	1996	7.6	14884
Look Who's Talking	1989	5.6	29075
Look Who's Talking Now	1993	3.7	10730
Look Who's Talking Too	1990	3.9	17875
Lord of War	2005	7.7	86913
Lords of Dogtown	2005	6.9	18347
Los abrazos rotos	2009	7.2	11691
Loser	2000	5.1	13435
Lost Highway	1997	7.6	45112
Lost in Space	1998	4.8	32986
Lost in Translation	2003	7.9	139291
Love Actually	2003	7.8	107252
Love Story	1970	6.7	10765
Love and Death	1975	7.7	12736
Love and Other Drugs	2010	6.6	15596
Lucky Number Slevin	2006	7.8	98459
Lucky You	2007	5.9	10316
Lucía y el sexo	2001	7.4	13865
Låt den rätte komma in	2008	8.1	68928
Léon	1994	8.6	223581
M	1931	8.6	43615
MASH	1970	7.7	30139
MacGruber	2010	5.5	11631
Machete	2010	7.1	46636
Mad Max	1979	6.9	39406
Mad Max 2	1981	7.6	38155
Mad Max Beyond Thunderdome	1985	5.9	25855
Madagascar	2005	6.7	61812
Madagascar: Escape 2 Africa	2008	6.8	33715
Made of Honor	2008	5.5	16555
Magnolia	1999	8.0	129279
Magnum Force	1973	7.0	16196
Maid in Manhattan	2002	4.6	31599
Majo no takkyûbin	1989	7.9	18832
Major League	1989	6.9	21701
Malcolm X	1992	7.7	24304
Mallrats	1995	7.1	54692
Malèna	2000	7.4	22684
Mamma Mia!	2008	6.5	50222
Man cheng jin dai huang jin jia	2006	7.0	18913
Man of the Year	2006	6.1	16805
Man on Fire	2004	7.7	81934
Man on Wire	2008	8.0	13980
Man on the Moon	1999	7.4	51871
Manhattan	1979	8.1	41954
Manhattan Murder Mystery	1993	7.3	13426
Manhunter	1986	7.2	22415
Manos: The Hands of Fate	1966	1.5	20399
Marathon Man	1976	7.6	19535
Maria Full of Grace	2004	7.6	16803
Marie Antoinette	2006	6.4	33989
Marley & Me	2008	7.0	36942
Marnie	1964	7.2	15067
Mars Attacks!	1996	6.3	81133
Martyrs	2008	7.0	14259
Marvin's Room	1996	6.6	10081
Mary Poppins	1964	7.7	36470
Mary and Max	2009	8.2	18527
Mask	1985	7.1	10515
Master and Commander: The Far Side of the World	2003	7.5	67906
Masters of the Universe	1987	5.1	11509
Match Point	2005	7.8	70791
Matchstick Men	2003	7.4	50679
Matilda	1996	6.6	21426
Maverick	1994	6.9	37688
Max Payne	2008	5.4	51274
May	2002	6.9	11645
Me and You and Everyone We Know	2005	7.4	18063
Me, Myself & Irene	2000	6.3	65347
Mean Creek	2004	7.3	15041
Mean Girls	2004	7.0	69384
Mean Machine	2001	6.3	13592
Mean Streets	1973	7.5	28960
Meet Dave	2008	4.9	14385
Meet Joe Black	1998	6.9	60455
Meet the Fockers	2004	6.4	76020
Meet the Parents	2000	7.0	92474
Meet the Robinsons	2007	6.9	18844
Meet the Spartans	2008	2.5	50814
Megamind	2010	7.3	20622
Melinda and Melinda	2004	6.5	15593
Memento	2000	8.7	302428
Memoirs of a Geisha	2005	7.1	41265
Men in Black	1997	7.0	127993
Men in Black II	2002	5.6	74198
Men of Honor	2000	6.8	32764
Menace II Society	1993	7.4	15490
Mercury Rising	1998	5.8	22572
Mermaids	1990	6.4	10497
Message in a Bottle	1999	5.7	13701
Metropolis	1927	8.4	43836
Miami Vice	2006	6.0	54271
Michael	1996	5.5	16004
Michael Clayton	2007	7.5	63070
Michael Collins	1996	7.0	12311
Mickey Blue Eyes	1999	5.8	17218
Midnight Cowboy	1969	8.0	35754
Midnight Express	1978	7.6	25196
Midnight Run	1988	7.5	25581
Midnight in the Garden of Good and Evil	1997	6.5	19588
Mies vailla menneisyyttä	2002	7.7	10636
Mighty Aphrodite	1995	7.0	16284
Miller's Crossing	1990	8.0	46642
Million Dollar Baby	2004	8.2	157129
Millions	2004	7.1	13594
Mimic	1997	5.8	15463
Mindhunters	2004	6.2	24672
Minority Report	2002	7.7	144843
Miracle	2004	7.4	17000
Miracle on 34th Street	1947	7.9	13844
MirrorMask	2005	7.0	10876
Mirrors	2008	6.1	29930
Misery	1990	7.8	43985
Miss Congeniality	2000	6.0	45225
Miss Congeniality 2: Armed & Fabulous	2005	4.7	15301
Miss Potter	2006	7.1	10793
Mission to Mars	2000	5.2	33867
Mission: Impossible	1996	6.9	92017
Mission: Impossible II	2000	5.8	90240
Mission: Impossible III	2006	6.8	78857
Mississippi Burning	1988	7.8	23291
Modern Times	1936	8.5	39925
Mona Lisa Smile	2003	6.1	24862
Money Train	1995	5.3	14612
Mongol	2007	7.3	17562
Mononoke-hime	1997	8.4	72053
Monsoon Wedding	2001	7.2	11582
Monster	2003	7.4	43053
Monster House	2006	6.8	22262
Monster's Ball	2001	7.2	39818
Monster-in-Law	2005	5.1	17264
Monsters	2010	6.5	15605
Monsters vs Aliens	2009	6.7	30558
Monsters, Inc.	2001	8.0	131159
Monty Python and the Holy Grail	1975	8.4	166116
Moon	2009	8.0	67681
Moonraker	1979	6.1	28199
Moonstruck	1987	7.1	16485
Mortal Kombat	1995	5.5	31710
Mortal Kombat: Annihilation	1997	3.2	17436
Mou gaan dou	2002	8.1	38767
Moulin Rouge!	2001	7.7	111702
Mousehunt	1997	6.1	15547
Mr. & Mrs. Smith	2005	6.4	109689
Mr. Bean's Holiday	2007	6.0	31112
Mr. Brooks	2007	7.5	52015
Mr. Deeds	2002	5.6	42251
Mr. Holland's Opus	1995	7.2	17978
Mr. Magorium's Wonder Emporium	2007	6.2	13403
Mr. Smith Goes to Washington	1939	8.4	35995
Mr. Woodcock	2007	5.1	15057
Mrs. Doubtfire	1993	6.6	61071
Much Ado About Nothing	1993	7.4	23054
Mujeres al borde de un ataque de nervios	1988	7.6	10971
Mulan	1998	7.2	37339
Mulholland Dr.	2001	8.0	112023
Multiplicity	1996	5.8	12397
Munich	2005	7.8	86023
Murder at 1600	1997	5.9	10890
Murder by Death	1976	7.4	11252
Murder by Numbers	2002	5.9	23289
Murder in the First	1995	7.1	11028
Murder on the Orient Express	1974	7.3	13914
Muriel's Wedding	1994	7.1	14935
Music and Lyrics	2007	6.6	34479
Must Love Dogs	2005	5.9	14011
Mutant Chronicles	2008	5.3	13144
My Best Friend's Girl	2008	5.8	16147
My Best Friend's Wedding	1997	6.2	39223
My Big Fat Greek Wedding	2002	6.6	48868
My Bloody Valentine	2009	5.6	19773
My Blueberry Nights	2007	6.7	19307
My Boss's Daughter	2003	4.3	11587
My Cousin Vinny	1992	7.4	32626
My Fair Lady	1964	7.9	29339
My Girl	1991	6.4	18973
My Left Foot: The Story of Christy Brown	1989	7.8	16580
My Life Without Me	2003	7.6	11634
My Name Is Bruce	2007	6.5	10457
My Own Private Idaho	1991	7.0	18757
My Sister's Keeper	2009	7.4	16572
My Super Ex-Girlfriend	2006	5.4	28057
Mysterious Skin	2004	7.8	24043
Mystery Men	1999	5.9	32555
Mystery, Alaska	1999	6.4	13652
Mystic River	2003	8.0	131697
Män som hatar kvinnor	2009	7.7	36335
Nacho Libre	2006	5.7	33347
Naked Gun 33 1/3: The Final Insult	1994	6.1	26792
Naked Lunch	1991	6.9	16386
Nanny McPhee	2005	6.7	14567
Napoleon Dynamite	2004	6.8	80909
Narc	2002	7.3	19902
National Security	2003	5.0	14299
National Treasure	2004	6.8	90288
National Treasure: Book of Secrets	2007	6.5	64678
Natural Born Killers	1994	7.1	76667
Ne le dis à personne	2006	7.5	13110
Near Dark	1987	7.0	12180
Ned Kelly	2003	6.3	10979
Nefes: Vatan sagolsun	2009	7.9	11512
Nell	1994	6.3	12796
Network	1976	8.1	37641
Never Back Down	2008	6.2	24146
Never Been Kissed	1999	5.7	28413
Never Let Me Go	2010	7.3	13038
Never Say Never Again	1983	6.1	22378
New Jack City	1991	6.3	11145
New Moon	2009	4.5	81312
New Nightmare	1994	6.3	15605
New York, I Love You	2009	6.5	13549
Next	2007	6.1	51038
Next Friday	2000	5.4	10670
Nick and Norah's Infinite Playlist	2008	6.8	26727
Nick of Time	1995	6.3	16535
Night at the Museum	2006	6.4	72436
Night at the Museum: Battle of the Smithsonian	2009	5.9	29301
Night of the Living Dead	1968	8.0	41620
Night of the Living Dead	1990	6.6	10705
Night on Earth	1991	7.7	16096
Nikita	1990	7.5	26392
Nim's Island	2008	6.0	11176
Nine	2009	6.0	15610
Nine 1/2 Weeks	1986	5.5	13427
Nine Months	1995	5.3	15854
Nineteen Eighty-Four	1984	7.1	17620
Ninja Assassin	2009	6.3	23495
Nixon	1995	7.1	14170
No Country for Old Men	2007	8.3	218821
No Man's Land	2001	8.0	20575
No Pain, No Gain	2005	8.6	14738
No Reservations	2007	6.3	18321
No Way Out	1987	7.0	14018
Nochnoy dozor	2004	6.4	26246
Norbit	2007	3.7	23898
North Country	2005	7.2	17280
North by Northwest	1959	8.6	100854
Nosferatu, eine Symphonie des Grauens	1922	8.1	30867
Not Another Teen Movie	2001	5.6	38740
Notes on a Scandal	2006	7.6	28819
Nothing But the Truth	2008	7.4	11002
Nothing to Lose	1997	6.5	16660
Notorious	1946	8.3	33864
Notorious	2009	6.3	10744
Notting Hill	1999	6.9	70786
Now and Then	1995	6.2	10396
Nueve reinas	2000	7.8	12232
Nuovo Cinema Paradiso	1988	8.5	50277
Nurse Betty	2000	6.4	20891
Nutty Professor II: The Klumps	2000	4.3	17995
O	2001	6.2	11255
O Brother, Where Art Thou?	2000	7.8	100259
Observe and Report	2009	6.0	26253
Obsessed	2009	4.5	10652
Ocean's Eleven	2001	7.6	149280
Ocean's Thirteen	2007	6.9	83055
Ocean's Twelve	2004	6.1	96537
October Sky	1999	7.7	31689
Octopussy	1983	6.5	24366
Of Mice and Men	1992	7.5	15205
Office Space	1999	7.9	85243
Okuribito	2008	8.1	11229
Old School	2003	7.0	64593
Oldeuboi	2003	8.4	108856
Oliver Twist	2005	6.9	11585
On Golden Pond	1981	7.5	11933
On Her Majesty's Secret Service	1969	6.9	24428
On the Waterfront	1954	8.4	44669
Once	2006	8.0	36850
Once Upon a Time in America	1984	8.4	79285
Once Upon a Time in Mexico	2003	6.2	58473
Once Were Warriors	1994	8.0	14700
Ondskan	2003	7.9	13485
One Fine Day	1996	6.2	16100
One Flew Over the Cuckoo's Nest	1975	8.9	236941
One Hour Photo	2002	7.0	44169
One Hundred and One Dalmatians	1961	7.2	19978
One Missed Call	2008	3.6	13743
One Night at McCool's	2001	6.1	16582
Ong-bak	2003	7.2	25842
Open Range	2003	7.5	27655
Open Season	2006	6.1	15650
Open Water	2003	5.9	24938
Orange County	2002	6.2	24560
Ordinary People	1980	7.9	17583
Orgazmo	1997	6.0	16166
Original Sin	2001	5.7	17193
Orphan	2009	7.1	31592
Oscar	1991	5.8	11661
Osmosis Jones	2001	6.1	11675
Out of Africa	1985	7.0	20714
Out of Sight	1998	7.2	39687
Out of the Past	1947	8.1	11306
Outbreak	1995	6.4	34643
Outlander	2008	6.4	20313
Over the Hedge	2006	7.0	38945
Over the Top	1987	4.7	13379
Overboard	1987	6.3	14777
P.S. I Love You	2007	6.9	39482
P2	2007	5.9	11170
Pale Rider	1985	7.1	16326
Pandorum	2009	6.8	35509
Panic Room	2002	6.9	73434
Paper Moon	1973	8.1	10206
Papillon	1973	8.0	30715
Papurika	2006	7.7	12731
Paradise Now	2005	7.6	11135
Paranoid Park	2007	6.9	13169
Paranormal Activity	2007	6.6	64977
Paranormal Activity 2	2010	5.9	16855
Parenthood	1989	6.9	18312
Paris, Texas	1984	8.0	17487
Paris, je t'aime	2006	7.4	25625
Passenger 57	1992	5.6	15160
Passengers	2008	5.6	10963
Patch Adams	1998	6.3	33149
Pathfinder	2007	5.2	18335
Pathology	2008	5.8	13677
Paths of Glory	1957	8.6	49138
Patriot Games	1992	6.9	30772
Patton	1970	8.1	42405
Paul Blart: Mall Cop	2009	5.3	25926
Pay It Forward	2000	6.9	39108
Paycheck	2003	6.1	37897
Pearl Harbor	2001	5.5	103660
Pee-wee's Big Adventure	1985	6.9	20412
Peggy Sue Got Married	1986	6.3	12942
Penelope	2006	7.0	17296
Per qualche dollaro in più	1965	8.3	50031
Per un pugno di dollari	1964	8.0	43032
Percy Jackson & the Olympians: The Lightning Thief	2010	5.8	26039
Perfect Stranger	2007	5.5	21744
Perfume: The Story of a Murderer	2006	7.5	56621
Persepolis	2007	8.0	27773
Persona	1966	8.2	17762
Pet Sematary	1989	6.3	21219
Peter Pan	1953	7.3	17601
Peter Pan	2003	7.0	18045
Phenomenon	1996	6.3	27853
Philadelphia	1993	7.6	56959
Phone Booth	2002	7.2	74643
Pi	1998	7.6	58482
Picnic at Hanging Rock	1975	7.7	11481
Pieces of April	2003	7.2	12663
Pineapple Express	2008	7.1	85347
Pink Floyd The Wall	1982	7.8	27139
Pinocchio	1940	7.7	23499
Piranha	2010	6.0	21848
Pirates of the Caribbean: At World's End	2007	7.0	143806
Pirates of the Caribbean: Dead Man's Chest	2006	7.3	161534
Pirates of the Caribbean: The Curse of the Black Pearl	2003	8.0	256539
Pitch Black	2000	7.0	58992
Plan 9 from Outer Space	1959	3.7	19339
Planes, Trains & Automobiles	1987	7.5	34175
Planet 51	2009	6.1	12257
Planet Terror	2007	7.5	69224
Planet of the Apes	1968	8.0	61917
Planet of the Apes	2001	5.5	76826
Platoon	1986	8.2	118249
Playing by Heart	1998	7.1	11029
Pleasantville	1998	7.5	51528
Pocahontas	1995	6.1	29357
Point Break	1991	6.9	39766
Point of No Return	1993	5.7	10597
Pokémon: The First Movie	1999	4.2	10874
Police Academy	1984	6.3	25235
Police Academy 2: Their First Assignment	1985	4.9	13945
Police Academy 3: Back in Training	1986	4.4	12340
Police Academy 4: Citizens on Patrol	1987	4.0	13397
Police Academy 5: Assignment: Miami Beach	1988	3.5	11823
Police Academy 6: City Under Siege	1989	3.3	10322
Police Academy: Mission to Moscow	1994	2.6	13881
Pollock	2000	7.1	10060
Poltergeist	1982	7.4	35681
Popeye	1980	4.9	11877
Porky's	1982	5.8	16581
Poseidon	2006	5.6	37931
Postal	2007	4.2	14387
Powder	1995	6.2	11571
Practical Magic	1998	5.6	21231
Precious	2009	7.4	29025
Predator	1987	7.8	96589
Predator 2	1990	6.0	38461
Predators	2010	6.5	48401
Presumed Innocent	1990	6.8	13815
Pretty Woman	1990	6.7	65371
Pretty in Pink	1986	6.4	17617
Pride & Prejudice	2005	7.8	56195
Pride and Glory	2008	6.7	26615
Primal Fear	1996	7.7	41270
Primary Colors	1998	6.7	15615
Prime	2005	6.3	17051
Primer	2004	6.9	19226
Prince of Darkness	1987	6.5	10719
Prince of Persia: The Sands of Time	2010	6.7	58052
Private Parts	1997	6.7	18640
Prizzi's Honor	1985	6.8	10857
Proof	2005	6.8	19533
Proof of Life	2000	6.2	24102
Psycho	1960	8.7	157241
Psycho	1998	4.6	20750
Public Enemies	2009	7.1	82351
Pulp Fiction	1994	9.0	456331
Pump Up the Volume	1990	7.0	12184
Punch-Drunk Love	2002	7.4	52154
Punisher: War Zone	2008	6.1	22469
Push	2009	6.0	29893
Pushing Tin	1999	5.9	16536
Quantum of Solace	2008	6.8	100697
Quarantine	2008	6.1	23944
Queen of the Damned	2002	4.8	21510
Quills	2000	7.3	23487
Quiz Show	1994	7.5	24721
RV	2006	5.5	17584
Rabbit-Proof Fence	2002	7.5	13758
Race to Witch Mountain	2009	5.8	14186
Rachel Getting Married	2008	6.9	22037
Radio	2003	6.9	12740
Radio Days	1987	7.5	11394
Raging Bull	1980	8.4	97784
Raiders of the Lost Ark	1981	8.7	261652
Rain Man	1988	8.0	114601
Raising Arizona	1987	7.5	49540
Raising Helen	2004	5.7	11051
Rambo	2008	7.3	87181
Rambo III	1988	5.0	33710
Rambo: First Blood Part II	1985	5.9	41191
Ran	1985	8.3	37088
Random Hearts	1999	4.9	11292
Rang De Basanti	2006	8.3	13534
Ransom	1996	6.6	40232
Rashômon	1950	8.5	42615
Rat Race	2001	6.4	42329
Ratatouille	2007	8.1	148583
Ravenous	1999	7.0	16552
Raw Deal	1986	5.0	10276
Re-Animator	1985	7.3	14085
Real Genius	1985	6.8	12740
Reality Bites	1994	6.3	18622
Rear Window	1954	8.7	129331
Rebecca	1940	8.4	38120
Rebel Without a Cause	1955	7.9	28966
Red Dawn	1984	5.9	17549
Red Dragon	2002	7.2	70903
Red Heat	1988	5.7	18716
Red Planet	2000	5.4	22129
Red River	1948	7.9	11039
Red Sonja	1985	4.4	12527
Redbelt	2008	6.9	12285
Regarding Henry	1991	6.5	13254
Reign Over Me	2007	7.7	41353
Reign of Fire	2002	5.9	40999
Reindeer Games	2000	5.5	17489
Religulous	2008	7.8	25692
Remember Me	2010	7.0	23002
Remember the Titans	2000	7.5	53160
Rendition	2007	6.9	24643
Reno 911!: Miami	2007	5.8	16114
Rent	2005	6.9	23290
Repo Man	1984	6.8	13079
Repo Men	2010	6.3	26813
Repulsion	1965	7.9	13996
Requiem for a Dream	2000	8.5	204817
Rescue Dawn	2006	7.5	40037
Reservation Road	2007	6.7	10146
Reservoir Dogs	1992	8.4	231008
Resident Evil	2002	6.4	75762
Resident Evil: Afterlife	2010	5.9	34915
Resident Evil: Apocalypse	2004	5.8	58334
Resident Evil: Degeneration	2008	6.6	11226
Resident Evil: Extinction	2007	6.2	55225
Revenge of the Nerds	1984	6.3	16905
Revolutionary Road	2008	7.5	51226
Riding in Cars with Boys	2001	6.2	12318
Righteous Kill	2008	6.0	37690
Ringu	1998	7.4	21868
Rio Bravo	1959	8.1	20136
Rising Sun	1993	6.1	16374
Risky Business	1983	6.7	23435
Ri¢hie Ri¢h	1994	4.7	13970
Road House	1989	5.9	14950
Road Trip	2000	6.4	48083
Road to Perdition	2002	7.8	89752
Rob Roy	1995	6.9	16439
Robin Hood	1973	7.5	17579
Robin Hood	2010	6.9	57322
Robin Hood: Men in Tights	1993	6.3	35751
Robin Hood: Prince of Thieves	1991	6.7	57621
RoboCop	1987	7.6	57303
RoboCop 2	1990	5.4	21184
RoboCop 3	1993	3.5	14224
Robots	2005	6.4	29417
Rock Star	2001	5.9	16691
RocknRolla	2008	7.3	59155
Rocky	1976	8.1	109719
Rocky Balboa	2006	7.3	67262
Rocky II	1979	6.8	39701
Rocky III	1982	6.2	39798
Rocky IV	1985	6.0	45977
Rocky V	1990	4.5	32904
Roger & Me	1989	7.6	15171
Role Models	2008	7.1	51325
Rollerball	2002	2.8	14235
Roman Holiday	1953	8.1	34260
Romancing the Stone	1984	6.9	25468
Romeo + Juliet	1996	6.9	65781
Romeo Must Die	2000	5.9	26755
Romper Stomper	1992	6.9	14530
Romy and Michele's High School Reunion	1997	5.9	17121
Ronin	1998	7.2	60822
Rope	1948	8.1	35014
Rosemary's Baby	1968	8.1	56455
Rosencrantz & Guildenstern Are Dead	1990	7.5	10541
Rounders	1998	7.3	47801
Roxanne	1987	6.6	15860
Rudy	1993	7.4	18324
Rules of Engagement	2000	6.2	19205
Rumble Fish	1983	7.1	12538
Rumor Has It...	2005	5.5	19007
Run Fatboy Run	2007	6.8	30163
Runaway Bride	1999	5.2	29932
Runaway Jury	2003	7.1	35389
Running Scared	2006	7.5	41598
Running with Scissors	2006	6.0	13493
Rush Hour	1998	6.8	59597
Rush Hour 2	2001	6.5	55506
Rush Hour 3	2007	6.0	41948
Rushmore	1998	7.8	55488
Ruthless People	1986	6.8	10323
S.W.A.T.	2003	5.9	46288
S1m0ne	2002	6.2	25347
SLC Punk!	1998	7.3	11844
Sabrina	1954	7.8	16964
Sabrina	1995	6.0	16230
Sahara	2005	5.9	32504
Salinui chueok	2003	8.1	13041
Salt	2010	6.5	56596
Salò o le 120 giornate di Sodoma	1975	6.1	14895
Saturday Night Fever	1977	6.8	24077
Save the Last Dance	2001	5.9	21277
Saved!	2004	7.0	23818
Saving Private Ryan	1998	8.5	294127
Saving Silverman	2001	5.7	19427
Saw	2004	7.7	123683
Saw 3D	2010	5.6	16306
Saw II	2005	6.7	81916
Saw III	2006	6.2	65198
Saw IV	2007	5.9	48425
Saw V	2008	5.7	34677
Saw VI	2009	6.2	22138
Say Anything...	1989	7.5	26072
Scanners	1981	6.7	13293
Scarface	1983	8.2	167537
Scary Movie	2000	6.0	73476
Scary Movie 2	2001	4.7	47088
Scary Movie 3	2003	5.3	45904
Scary Movie 4	2006	5.0	42173
Scent of a Woman	1992	7.8	57283
Schindler's List	1993	8.9	303156
School for Scoundrels	2006	6.0	16375
Scooby Doo 2: Monsters Unleashed	2004	4.7	11501
Scooby-Doo	2002	4.7	27808
Scoop	2006	6.8	32059
Scott Pilgrim vs. the World	2010	7.8	65122
Scream 2	1997	5.9	51199
Scream 3	2000	5.3	40686
Scrooged	1988	6.8	23552
Se, jie	2007	7.6	16374
Se7en	1995	8.7	309368
Sea of Love	1989	6.7	14652
Seabiscuit	2003	7.4	32400
Searching for Bobby Fischer	1993	7.6	13941
Secondhand Lions	2003	7.5	19998
Secret Window	2004	6.5	58056
Secretary	2002	7.1	31648
Secrets & Lies	1996	8.0	14949
See No Evil	2006	5.0	10617
See No Evil, Hear No Evil	1989	6.4	11710
Seed of Chucky	2004	5.1	10588
Semi-Pro	2008	5.7	27750
Sen to Chihiro no kamikakushi	2001	8.6	113700
Sense and Sensibility	1995	7.7	32598
Seraphim Falls	2006	6.8	11360
Serendipity	2001	6.7	34144
Serenity	2005	8.0	112344
Serial Mom	1994	6.4	11376
Serpico	1973	7.8	27468
Session 9	2001	6.8	16348
Seven Pounds	2008	7.6	70018
Seven Years in Tibet	1997	6.8	31439
Severance	2006	6.7	17189
Sex Drive	2008	6.8	29762
Sex and the City	2008	5.4	49860
Sex and the City 2	2010	4.0	19108
Sex, Lies, and Videotape	1989	7.1	19123
Sexy Beast	2000	7.1	21832
Sgt. Bilko	1996	5.2	10070
Shadow of a Doubt	1943	8.1	22894
Shadow of the Vampire	2000	6.9	19063
Shaft	2000	5.9	34173
Shakespeare in Love	1998	7.4	81549
Shall We Dance	2004	6.0	16121
Shallow Grave	1994	7.4	22532
Shallow Hal	2001	6.0	38575
Shane	1953	7.8	14553
Shanghai Knights	2003	6.2	26561
Shanghai Noon	2000	6.6	34500
Shark Tale	2004	5.9	42920
Shattered Glass	2003	7.4	15151
Shaun of the Dead	2004	8.0	144890
She's All That	1999	5.5	29640
She's Out of My League	2010	6.6	24451
She's the Man	2006	6.4	28866
Sherlock Holmes	2009	7.5	110926
Shi mian mai fu	2004	7.6	41433
Shichinin no samurai	1954	8.8	105321
Shine	1996	7.6	23507
Shoot 'Em Up	2007	6.9	67349
Shopgirl	2005	6.6	14771
Short Circuit	1986	6.2	16225
Short Cuts	1993	7.7	19356
Shortbus	2006	6.6	15086
Showgirls	1995	4.2	28307
Showtime	2002	5.4	23195
Shrek	2001	8.0	174058
Shrek 2	2004	7.5	102898
Shrek Forever After	2010	6.6	23263
Shrek the Third	2007	6.1	64824
Shutter Island	2010	8.0	139067
Sicko	2007	8.2	42467
Sideways	2004	7.8	72889
Signs	2002	6.9	118940
Silent Hill	2006	6.5	70237
Silverado	1985	7.1	14786
Simon Birch	1998	6.8	11685
Sin City	2005	8.3	276416
Singin' in the Rain	1952	8.4	60003
Single White Female	1992	6.2	11402
Singles	1992	6.5	12937
Sister Act	1992	5.9	26442
Sister Act 2: Back in the Habit	1993	4.8	13175
Siu lam juk kau	2001	7.3	25363
Six Days Seven Nights	1998	5.6	27833
Sixteen Candles	1984	7.0	25378
Sky Captain and the World of Tomorrow	2004	6.3	42443
Sky High	2005	6.6	22063
Skyline	2010	4.5	21596
Slap Shot	1977	7.2	15103
Sleeper	1973	7.3	16217
Sleepers	1996	7.3	55717
Sleeping Beauty	1959	7.4	22506
Sleeping with the Enemy	1991	5.8	15329
Sleepless in Seattle	1993	6.7	46358
Sleepy Hollow	1999	7.5	114175
Sleuth	1972	8.1	19207
Sleuth	2007	6.3	12870
Sliding Doors	1998	6.8	25099
Sling Blade	1996	8.0	43028
Slither	2006	6.6	27792
Sliver	1993	4.7	12156
Slumdog Millionaire	2008	8.3	199345
Small Soldiers	1998	5.9	21267
Small Time Crooks	2000	6.5	16230
Smart People	2008	6.3	13843
Smoke	1995	7.5	15823
Smokey and the Bandit	1977	6.6	14740
Smokin' Aces	2006	6.6	60664
Smultronstället	1957	8.4	23520
Snake Eyes	1998	5.9	30559
Snakes on a Plane	2006	6.0	68165
Snatch.	2000	8.3	191897
Sneakers	1992	7.0	25079
Snow White and the Seven Dwarfs	1937	7.9	41185
So I Married an Axe Murderer	1993	6.2	15901
Solaris	2002	6.2	34882
Solomon Kane	2009	6.2	12460
Solyaris	1972	8.0	21072
Some Like It Hot	1959	8.4	73080
Someone Like You...	2001	5.8	10509
Something's Gotta Give	2003	6.8	38429
Son of Rambow	2007	7.1	14211
Son of the Mask	2005	2.0	16918
Sophie's Choice	1982	7.7	12506
South Park: Bigger Longer & Uncut	1999	7.8	83272
Southland Tales	2006	5.6	21199
Soylent Green	1973	7.0	16361
Space Cowboys	2000	6.3	31434
Space Jam	1996	5.6	32319
Spaceballs	1987	6.9	55118
Spanglish	2004	6.7	32372
Spartacus	1960	8.0	53490
Spartan	2004	6.7	17739
Spawn	1997	4.9	22452
Species	1995	5.6	23367
Species II	1998	3.9	10582
Speed 2: Cruise Control	1997	3.4	32269
Speed Racer	2008	6.2	34337
Spellbound	1945	7.7	15388
Sphere	1998	5.7	33333
Spice World	1997	2.9	18508
Spider	2002	6.9	16155
Spider-Man	2002	7.4	178438
Spider-Man 2	2004	7.7	151800
Spider-Man 3	2007	6.4	150331
Spies Like Us	1985	5.9	15347
Splash	1984	6.2	22584
Splice	2009	6.1	23895
Spoorloos	1988	7.9	11390
Spread	2009	6.0	10721
Spun	2002	6.6	16851
Spy Game	2001	6.9	47516
Spy Hard	1996	4.8	13368
Spy Kids	2001	5.7	25318
Spy Kids 2: Island of Lost Dreams	2002	5.3	12574
Spy Kids 3-D: Game Over	2003	4.1	13335
